Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Pakistan,PAK,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,36.08456935,35.91780005,36.44216273,35.91255038,35.45909636,36.78764075,39.19919446,38.02365839,36.97079993,37.21721929,37.08140354,37.4195355,38.12201311,38.2127315,39.96983446,41.48629202,40.59871063,40.67834172,41.31981106,41.96577352,40.91238416,41.48837472,41.6206219,42.95981757,44.03242362,44.10905812,44.43241364,44.77561883,44.14122957,43.62977451,43.34996548,43.39535607,43.2500224,44.95023034,45.03383503,44.86077124,45.83498611,45.65097072,45.29517608,45.83816451,47.24238267,48.35490287,49.1510681,49.03938923,47.314106,48.44853258,52.63132656,52.76347309,53.10654336,53.11044404,52.83904697,50.9280582,51.57394059,52.00951263,51.70124684,52.16051878,52.77257764,53.09240391,53.46880587
Pakistan,PAK,Textiles and clothing (% of value added in manufacturing),NV.MNF.TXTL.ZS.UN,,,,44.80851064,39.91946997,37.99618135,33.40683782,32.29403958,33.55886333,35.46290069,38.19508763,35.15238716,36.09169241,40.24747206,36.1463969,31.87143041,27.53634562,24.18547782,23.23101238,23.44047491,22.10806499,20.66196152,19.46229091,18.87611028,17.77392772,19.07625458,20.7829518,19.00548241,21.72520768,24.56174488,27.47643572,30.42401429,,,,,26.12908399,,,,,33.329417,,,,,28.85919192,,,,,,,,,,,,
Pakistan,PAK,Machinery and transport equipment (% of value added in manufacturing),NV.MNF.MTRN.ZS.UN,,,,4.429025866,4.552797233,5.628271587,5.914684156,5.307817026,4.844384303,3.788388254,2.635371168,3.542698336,4.373272639,4.004789782,4.721426229,5.543512559,6.477651247,4.502496322,4.93378967,6.100424412,5.789423651,4.178865189,3.970596747,4.708117267,6.719086648,5.029970321,4.952997436,4.224852596,5.416796864,5.320754841,5.216573019,5.112649361,,,,,5.117795807,,,,,4.56188574,,,,,8.479376426,,,,,,,,,,,,
Pakistan,PAK,"Food, beverages and tobacco (% of value added in manufacturing)",NV.MNF.FBTO.ZS.UN,,,,22.45640384,23.00207912,21.61385738,25.82303919,25.43665648,22.59810555,24.14256893,23.97893019,27.7817287,23.42708503,23.7360298,26.573061,29.67164883,32.94385461,36.12742173,35.24531512,32.81544536,32.03025149,35.20144988,34.02500434,34.81542332,32.34268452,31.6812477,29.62707057,29.81528277,27.82217405,25.94770959,23.91703399,21.80770568,,,,,22.96040949,,,,,20.76483173,,,,,22.47915745,,,,,,,,,,,,
Pakistan,PAK,Chemicals (% of value added in manufacturing),NV.MNF.CHEM.ZS.UN,,,,7.64366917,10.90705273,10.24636961,9.591631603,12.49227759,11.17726658,9.975341852,8.832914584,10.95211664,13.81889124,12.69292177,12.03891934,11.20857209,10.22561168,10.9659779,11.17893311,11.41660578,11.66397393,12.31005158,12.01308097,13.31057144,16.79438484,15.78048922,16.19542884,14.53251762,14.24540205,14.70336722,14.96555071,15.0360808,,,,,16.26197964,,,,,16.62454336,,,,,14.03497722,,,,,,,,,,,,
Pakistan,PAK,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,14.73969903,15.79655529,16.85682408,18.46267031,19.03318733,18.56332329,19.08813413,17.97940783,17.95457468,19.97567448,20.26220526,20.94400513,19.65851534,19.93928734,20.31248219,21.85167395,22.32016464,20.76755801,20.66784127,21.53257992,22.379844,20.13436634,20.05805657,19.89423265,20.24764194,20.22632349,21.16486366,21.62524859,21.69120523,21.20182477,22.36130174,22.63711686,22.24826668,22.09399411,21.77407783,21.32329218,21.99438442,21.5572793,22.05301951,22.10317321,21.71565331,22.38221913,22.2193101,22.2311783,25.12128185,25.52831772,19.6704665,19.98116623,21.73739952,19.19149417,19.71948469,20.50178809,21.29881027,20.21693641,20.0251621,19.09099515,18.25710209,17.9422738,18.17436843
Pakistan,PAK,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,17.8324406,9.325792912,12.40955812,14.93196666,11.19999254,8.021500881,3.559808599,5.100720815,11.97467904,15.2481156,6.390516404,-1.485655728,10.34841393,8.411875601,1.956096501,4.903005757,2.946555579,9.5144098,7.624369135,10.76871545,9.381614767,10.73857941,4.938087533,7.062423932,7.833488271,8.100123639,8.645396548,9.821312556,4.651019111,6.429863505,5.134543499,7.164002896,4.897680651,3.883654946,4.142869,4.723542366,-0.325142512,6.115267693,4.92108861,1.271685669,4.132209518,2.698001377,4.236617641,16.26298475,12.11543748,4.105053722,7.729942079,8.472590368,-5.206872816,3.424133773,4.507432635,2.547464577,0.7504349106,4.530246243,5.180028864,5.693378653,5.433225047,5.795070777
Pakistan,PAK,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,11.43148234,11.69463149,12.90802384,13.98575181,13.97404599,13.41398221,13.90205834,13.31934088,13.49513269,14.62661216,14.58250481,14.99395832,14.3790006,14.49762926,14.68112722,15.56927273,15.18655626,13.6155411,13.61701377,14.0864855,14.30660761,13.46029466,13.63435766,13.776561,14.38773578,14.31727151,14.7512691,14.9874501,14.93953953,14.74514186,15.45663602,15.24150114,14.98924663,14.90464284,15.05850988,14.61781361,14.60800604,14.56036127,14.68258059,14.41352528,13.66403118,14.44537638,14.43745685,14.87871971,15.99987945,17.48726342,12.96619102,13.26883545,14.78585929,12.72052478,13.07486058,13.83010586,14.01583319,13.56811206,13.5424308,12.79208973,12.08075504,11.98230057,12.12762081
Pakistan,PAK,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,5.155691679,6.321401371,6.642771804,6.354733406,6.504397627,6.683215581,5.973154362,6.246859822,3.109656301,3.599964357,3.54142486,2.204312393,1.628458265,2.615319954,4.482829713,5.75285645,3.28548287,5.303566103,7.06511528,7.764449503,5.766925503,7.467243,4.994940936,4.330306618,5.154119426,4.308323778,4.239973515,4.043142203,3.195374923,2.488845163,1.866764981,2.727484031,2.458264256,1.9243318,2.043275636,2.138362469,2.209853811,3.878481491,3.689993226,3.015901779,3.120476484,3.443483369,3.795146406,3.935680896,5.682811803,5.111026821,4.847396968,4.394201011,4.789166487,5.809501355,5.14527277,5.200710434,5.054839055,6.260727047,6.28547327,6.042109203,5.478563212,6.043515288,
Pakistan,PAK,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,9.035222052,7.743082001,11.51732378,7.68226333,9.347514829,9.012793584,4.681208054,2.847094289,2.236770322,2.869278522,2.579726966,2.838841608,3.267223228,1.86928654,6.283670524,7.875334164,6.342627697,7.717608964,5.91365381,7.27363823,7.166090203,6.104232652,6.630913171,3.173173238,4.087183876,5.842420082,3.990789349,4.534681207,5.764714492,3.538340045,4.018903973,3.477750104,5.174595331,3.466421045,3.619676065,3.410920074,2.713634056,2.835658665,5.349778722,4.538055558,4.557716361,4.423337111,4.573558463,6.284184182,7.22096666,11.19874358,10.4651605,9.121842329,12.11650322,12.3953676,13.42784109,16.65092599,13.92505381,13.68959521,13.07794357,13.57275881,12.74349638,12.30329335,
Pakistan,PAK,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,3.241449719,4.417364813,3.966547192,2.720348205,2.863571282,2.253198396,2.030201342,2.110199297,1.841243863,4.244512431,3.562151108,3.765073828,2.779863657,3.949774088,9.851289452,7.317838897,10.30106156,13.81023391,5.810988539,7.344171069,9.862870406,9.764135725,6.880743495,16.57939925,11.89613597,2.830464282,2.32010263,1.984867604,1.262493541,3.379831367,1.725314315,3.880940298,2.668428045,1.511071737,1.73404192,3.192445985,1.990331947,1.445459094,1.619245229,1.318864671,1.647986325,2.231940059,2.459232686,2.343553316,2.37041695,2.522592665,2.570688248,2.808962128,4.779911707,4.312740925,3.224418308,3.006432649,2.861330448,2.514726128,2.501451487,2.102909707,2.015182802,1.68021572,
Pakistan,PAK,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS,0.9954058193,1.954810866,1.529271207,1.153427639,1.309061158,2.253198396,0.6543624161,0.4856807905,0.4637206765,0.4603914813,0.9561708948,0.2751631432,0.04269917694,0.1849322265,0.1559712798,0.5965009085,0.1042600124,0.2880149972,0.2824972488,1.896603722,0.8127753472,0.9605944654,0.04705137761,0.1860259396,0.03321960504,1.020661549,0.9633347522,0.1650457954,0.09447079721,0.141127607,0.1815191049,0.1601256507,0.2575767253,0.6170183867,0.6530753869,1.151299051,1.040153953,1.029548394,1.154491081,0.9489172054,1.054534585,1.047881812,1.232464771,0.9246442745,1.028055857,1.061751851,1.499125766,1.658585691,1.768425324,1.37286258,1.845445059,1.538946257,1.544684206,1.481856814,1.455039423,1.384415718,1.270292149,1.259751331,
Pakistan,PAK,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),TX.VAL.MRCH.R2.ZS,0.07656967841,0.4315816197,0.238948626,0.2829162133,0.34771937,0.7065113615,2.634228188,1.858985095,1.95035461,2.847001515,3.302382137,2.058460891,2.043670951,0.3299359042,0.1972050664,1.453673665,1.473426622,1.906182097,2.742437663,1.146523461,1.527819136,1.473674716,1.019724104,1.111927775,1.605874789,2.259697198,0.8530788876,1.011865065,0.7708462233,0.7779572185,2.568641736,1.853573643,1.215399113,2.479167785,1.144172683,2.737561628,2.209141466,2.253483853,1.607275593,0.8764467702,1.565870334,1.354064734,1.502442319,2.115119642,2.219000725,2.603180465,2.772487127,3.4510119,3.504995475,3.246015263,4.256683762,4.389963309,3.090767691,3.239228801,3.069476904,2.497151477,2.733405445,3.107184717,
Pakistan,PAK,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,9.009698826,5.940594059,2.795698925,5.48422198,13.23379014,13.61466488,12.51677852,9.512644448,5.45553737,6.087563489,7.426905433,6.725708959,6.686102154,11.35862141,9.35469124,3.681752019,3.807644585,3.84815304,5.250691145,2.405413031,9.472325935,10.83400692,7.011488031,6.382120696,2.907301669,4.81262918,2.866356886,3.376002149,4.98854597,7.219756462,4.303973815,3.888754971,5.184053814,3.85791295,3.04084706,4.998093163,5.021731162,4.100847976,4.318678603,4.976200758,5.957256452,5.861136588,5.29208864,4.432798689,4.267907204,4.717181449,4.7534479,5.479805866,6.109745986,8.374472104,9.637783049,10.18436894,14.75465842,14.05805946,12.65535754,12.61946848,11.43194314,10.99603361,
Pakistan,PAK,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,18.47881572,19.06575273,15.17323775,15.99564744,24.25853958,25.51078862,23.80872483,20.21436945,12.82051282,17.23943327,18.78903443,15.02871921,13.1807942,18.43858359,24.04198675,18.80262194,18.97187565,25.15615014,21.15172988,20.55716079,27.44271633,30.49965482,19.95394794,28.58978028,21.59665146,15.23177599,11.24284667,10.58092282,10.31173145,14.00751782,10.64621395,12.51087859,11.78372195,10.38950266,8.615412686,14.2177623,12.47121234,12.70782081,12.38968373,11.13633118,13.34612418,13.93850656,14.28137482,13.75179682,15.56819254,16.01573325,16.44314601,17.79256659,20.95224498,23.11559223,24.10960295,24.32042159,27.30627982,27.55459825,25.96679862,24.64605458,22.92938675,23.08670067,
Pakistan,PAK,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,,,24.46519204,25.93569288,31.05304271,35.97481798,44.91885288,46.32247412,48.62932615,55.67646653,57.18666884,55.12792173,55.37407196,62.37392053,52.23777343,54.32636832,57.01875753,58.29530582,57.25971295,55.42296746,48.19089962,51.09600982,57.90603925,62.5069206,67.54726052,61.89036928,66.39121125,71.95185311,66.01476949,69.68595377,78.69259189,78.9127732,78.7725397,84.64951828,,82.96587228,83.78443232,85.99477597,83.9105661,84.14981409,84.69683632,84.87643319,85.53763666,84.95931583,85.1424625,81.74963024,81.30725773,79.53996983,73.45368688,76.39120658,74.09038733,71.50547884,75.80581216,74.01006294,74.8257171,76.09598535,78.22601884,77.22769644,74.11460293
Pakistan,PAK,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,,,0.00005864290748,0.02236869096,0.8118451643,0.9377352034,0.5602883461,0.5966388718,1.228918926,1.247790509,1.207591961,1.15872385,1.596760765,0.7638708315,2.286946209,1.071986154,2.117504572,4.286366505,3.139977548,6.778141792,7.127245063,6.55432412,5.949368751,1.862042689,0.9878674736,1.426796379,0.7192977325,0.6779060731,0.4827475715,0.914340212,1.273950809,1.477213245,1.212938159,0.9623093131,,0.9773607126,0.7557331739,0.8661014793,0.3128400778,0.9122943326,1.426375181,2.1341013,1.926437715,2.278470363,2.401727522,4.182224737,4.941180529,5.633076041,5.792826342,4.115490036,5.709912538,5.215772735,1.351094154,2.105409262,2.642198107,1.210896373,0.7618283359,1.203241424,2.134345675
Pakistan,PAK,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,,,14.1952391,11.8573108,10.37632631,9.33836124,12.35894026,9.487870665,8.036110087,9.267342929,10.62981481,13.28718666,15.11077461,25.33059548,32.11699126,24.73155909,31.93080518,29.88908773,26.28074595,29.97801944,23.5349278,26.75081414,20.27284508,21.37699725,22.39247853,17.30912348,15.64357739,13.69463872,13.95899133,11.62168417,9.304076129,10.34722815,9.882158961,9.46817617,,11.78042188,8.98101845,10.08615159,13.53777108,13.04844252,10.54265371,10.89986874,10.77429351,10.79897529,10.40716383,12.08866169,11.89258188,12.2801235,18.19679625,16.67072161,16.79432453,19.48937346,17.10068819,19.95128577,19.04033937,19.91761363,18.58708054,18.65018524,20.83554611
Pakistan,PAK,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,,,60.94641146,61.64985386,56.77374183,52.82084901,41.08044928,42.83573274,41.52038713,32.99990003,30.22238075,29.44519682,27.18085073,10.37993037,11.72961557,18.75184311,7.800269117,6.068968871,12.32608462,6.678510866,20.47242953,13.58325204,13.93582499,12.49340428,7.132617251,18.00623999,16.48935289,13.19560409,18.84613646,16.98547099,10.21190784,8.715718494,9.650194713,4.42169472,,3.854362608,6.100574041,2.726854066,1.9115588,1.424546904,2.950941769,1.710519828,1.471060674,1.58511723,1.620636179,1.494782376,1.237610598,1.223341473,1.213520007,1.723440794,1.802071854,2.281347234,2.473478802,1.82295878,1.671921169,1.190471888,0.9024361787,0.91444324,0.7766018141
Pakistan,PAK,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS,0.543731552,0.3313348059,0.3570938058,0.1590186279,0.1931286847,0.115942029,0.2446619217,0.1912568306,0.1621363853,0.138989546,0.2241501352,0.5851783921,1.014360098,1.103111102,0.9207372795,0.7739669092,1.006728718,1.175832422,1.209641825,0.9183077919,0.7983864033,0.8299595142,0.7306448831,1.217410243,2.150398032,1.94904331,1.989663216,1.610486119,1.004183084,1.581144331,1.874102108,1.634825324,1.573404684,1.774882068,1.728582314,1.62944118,1.399691183,1.673339984,2.641030712,2.593732869,2.329777034,2.741174734,2.299960208,2.197121488,2.31919826,1.968572584,1.731040734,2.098801845,1.795555607,1.882089625,2.227162508,2.024359154,1.791192886,1.835953164,2.01239888,2.757229134,2.542605936,3.216082851,
Pakistan,PAK,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,5.468385894,5.538024613,4.28512567,3.81644707,3.699939012,3.536231884,2.924822064,1.903460838,3.071053887,2.304248116,2.713396374,3.389886021,6.153684558,5.116011545,4.074923416,4.006969459,4.156800225,7.42573046,5.08207849,4.177327722,3.238409284,3.011755096,3.089919596,2.42562044,2.512897605,1.895379662,2.06772941,1.806061106,2.045400732,1.810996891,1.735617649,1.491825994,1.56871812,1.682383948,1.694725945,1.602223248,2.641632282,2.237742211,2.732568992,2.330531195,2.71439254,3.158754222,2.299417333,2.651999321,3.376211649,3.012253533,4.39633679,4.538992982,4.561396892,4.209152315,4.867478995,4.481255616,4.456237917,5.261361904,5.513940828,4.997383907,4.568174597,3.978456362,
Pakistan,PAK,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,5.561597017,4.43357526,3.694547452,4.384370741,2.866436268,0.7053140097,1.990658363,2.841530055,3.1855031,2.338995503,3.103617257,3.726145247,1.448014045,1.157547683,2.036312223,1.407041784,0.9560874968,0.7165929817,0.8455925997,2.616524615,3.140456936,0.3647276085,1.041288225,2.259268578,1.470839455,2.356954962,1.489406101,3.345913376,1.696607998,2.348922879,3.54210002,2.757462232,2.618842963,2.191521563,2.411270365,2.893794457,3.676569578,2.455175803,2.107438222,2.152375772,3.98374277,3.676006672,3.294420812,3.166542422,2.828310463,2.958000754,2.414458831,2.570545203,3.758017154,4.368248379,3.804607008,2.032053995,1.651445666,1.380017649,1.515722879,1.80363561,1.721179898,1.538795322,
Pakistan,PAK,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS,,0.4260018933,0.09614064002,,0.02032933523,,0.04448398577,,,0.01985564943,0.005444942556,0.009825756583,4.181984605,0.6326968704,0.0609226914,0.06199249515,0.4632733923,0.06444034781,1.642787351,1.262827127,1.296186214,0.8082960438,0.6616538042,0.8373919933,1.383033243,0.6694370242,1.181985527,0.9816558224,1.16021395,1.171438366,0.8348386819,1.16512249,1.253303405,0.840165111,0.5838822734,1.070871893,1.202179159,0.6147678171,0.5673843285,0.4657264243,0.5863426181,1.18255574,0.2608777895,0.277938076,0.5151286667,1.391551255,0.8732904724,0.6153473429,1.113030983,0.8263695921,1.131209383,0.516180826,0.53985875,0.4261257438,0.4762082421,0.7807431003,1.120930211,1.26959297,
Pakistan,PAK,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),TM.VAL.MRCH.R2.ZS,,,0.1510781486,0.3293957292,0.132140679,0.193236715,0.4893238434,0.7650273224,0.9823557463,1.250905914,1.313138646,1.848333988,1.527542278,1.239716108,0.6057784598,1.402815023,0.9940684125,0.6284973163,0.879379777,1.092168157,0.9296126396,1.697741317,1.415051064,1.548424163,1.332638628,0.9054891458,0.7324062274,0.9082722376,1.326262363,0.9573379815,0.9481809708,1.371383923,1.507915052,1.167049681,2.510779191,2.448611187,2.219432551,1.391652405,1.622492248,3.225309544,1.750240373,1.788889032,1.885177898,1.618088047,2.611098163,3.752604065,3.292439421,2.669269107,3.718763113,2.858194732,1.881116227,1.595033302,1.811648548,1.878452491,2.316386364,1.517840927,1.803687466,1.589709978,
Pakistan,PAK,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,3.060431878,4.291574629,1.030078286,2.941844616,3.151046961,2.724637681,5.460409253,4.526411658,3.481163567,3.278167721,3.361344538,4.646491113,6.200201071,7.183574532,7.858452449,8.545101888,6.715588587,7.446122975,6.318810935,7.234659778,7.122107695,7.405888202,6.755437635,7.112387018,9.16840343,8.405833035,7.534598788,8.489982367,9.162867082,9.713734046,9.905566619,10.71521411,11.16978875,11.73825099,14.48237384,15.18965132,12.31414013,13.81265444,16.55291642,13.39465761,12.99213032,12.93159648,15.46657654,15.98881677,16.98104685,17.31746102,17.59669371,21.32129928,19.76046075,21.41860254,24.09318839,25.6881869,25.38963805,24.37233168,29.35399061,34.43729414,38.31772546,36.40889784,
Pakistan,PAK,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,9.165760447,9.482486589,5.328938333,7.814629714,6.363081927,3.739130435,8.229537367,8.324225865,7.811158798,7.026914333,8.007695519,10.8159745,14.3721021,11.3166463,11.4822031,12.1909181,10.13574661,10.03148604,10.89621249,13.12448747,13.28674989,11.10661269,10.60407561,12.974882,15.50531279,14.28675748,12.92805986,15.33630992,14.35013448,15.7725776,17.1047884,17.64400808,18.12325486,17.71186942,21.71688798,23.23237003,20.8120126,19.94759044,23.49126193,21.83180222,21.64223311,22.32022266,23.20701325,23.2485068,25.2547824,27.38818968,25.90792317,29.27526277,30.1458276,31.35350487,33.13728352,31.85581417,31.1837839,29.89288073,35.67470698,41.29674291,45.50612897,44.02307896,
Pakistan,PAK,Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,80.61208638,79.82013253,87.98242,85.89277601,86.97906078,88.07729469,83.15169039,84.99089253,82.84215546,82.54489859,82.64333811,78.8844491,73.88172801,78.73070326,79.28341121,77.90531116,81.74665322,76.8218673,80.61742262,78.89098758,80.3519555,82.22885148,83.08507554,81.45589798,78.74850524,81.13026511,80.94607284,78.82290668,79.88598211,78.79617866,76.79550914,76.39023121,76.95224889,77.83632096,73.79336113,72.42996525,73.96091036,76.62771102,71.90157355,74.2212046,75.40444004,72.83327002,73.03924388,72.70312201,71.33806388,67.57612653,68.15076595,63.89284932,63.89394076,63.47078046,61.01090793,62.73686607,63.25344215,63.26854439,56.88159624,51.65655281,47.67049275,49.95027479,
Pakistan,PAK,Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,2.594376262,3.108236037,2.224969098,1.147205816,0.6708680626,0.4347826087,0.7117437722,1.083788707,1.373390558,2.290349162,3.154436721,4.59627058,6.825923203,7.599552182,13.37080654,17.5072442,18.16988254,15.91921301,20.56969442,18.56587362,29.10586705,31.25896726,30.52304779,26.81588266,24.81670026,23.09829448,13.61537774,17.48076044,14.10030295,17.27220188,17.16551804,13.41927178,13.79502396,16.53207913,19.58181628,18.36415156,21.51901867,23.54018875,20.67285382,26.956101,35.68054452,34.10937761,32.64183581,30.26420283,30.17375021,29.58710276,31.75603787,29.51444867,35.61273142,30.78823542,34.21613616,38.39307007,40.00730577,39.65186834,34.57428295,27.18251388,23.24821246,25.5804691,
